category,company,n_reviews,median_stars,media_stars,std_stars
Home & Garden,showerspares.com,100,3,3,1.421338109
Home & Garden,sendmeachristmastree.co.uk,100,3,3,1.421338109
Home & Garden,ruby-group.co.uk,100,3,3,1.421338109
Home & Garden,postbuddysystem.com,100,3,3,1.421338109
Home & Garden,www.worktop-express.co.uk,100,3,3,1.421338109
Home Services,amawaste.co.uk,100,3,3,1.421338109
Events & Entertainment,www.bondara.co.uk,100,3,3,1.421338109
Legal Services & Government,myhomemoveconveyancing.co.uk,100,3,3,1.421338109
Home Services,www.tiles-direct.com,100,3,3,1.421338109
Home Services,www.ukflooringdirect.co.uk,100,3,3,1.421338109
Home Services,www.yourrepair.co.uk,100,3,3,1.421338109
Legal Services & Government,360.optimalegal.co.uk,100,3,3,1.421338109
Legal Services & Government,honeylegal.co.uk,100,3,3,1.421338109
Legal Services & Government,iasservices.org.uk,100,3,3,1.421338109
Legal Services & Government,onpsolicitors.co.uk,100,3,3,1.421338109
Home Services,fantasticservices.com,100,3,3,1.421338109
Legal Services & Government,pcslegal.co.uk,100,3,3,1.421338109
Legal Services & Government,simplerlaw.co.uk,100,3,3,1.421338109
Legal Services & Government,slatergordon.co.uk,100,3,3,1.421338109
Legal Services & Government,sovereignplanning.co.uk,100,3,3,1.421338109
Legal Services & Government,thepartnershiplimited.com,100,3,3,1.421338109
Legal Services & Government,www.conveylaw.com,100,3,3,1.421338109
Home Services,www.tilemountain.co.uk,100,3,3,1.421338109
Home Services,www.rightio.co.uk,100,3,3,1.421338109
Home Services,www.rentokil.co.uk,100,3,3,1.421338109
Home Services,www.plumbnation.co.uk,100,3,3,1.421338109
Home Services,www.pimlicoplumbers.com,100,3,3,1.421338109
Home Services,www.mollymaid.co.uk,100,3,3,1.421338109
Home Services,www.dyno.com,100,3,3,1.421338109
Home Services,www.clearabee.co.uk,100,3,3,1.421338109
Home Services,www.bensgutters.com,100,3,3,1.421338109
Home Services,www.able-group.co.uk,100,3,3,1.421338109
Home Services,www.0800repair.com,100,3,3,1.421338109
Home Services,rackingsolutions.co.uk,100,3,3,1.421338109
Home Services,jgpestcontrol.co.uk,100,3,3,1.421338109
Home Services,housekeep.com,100,3,3,1.421338109
Home Services,helpling.co.uk,100,3,3,1.421338109
Home Services,helloservices.co.uk,100,3,3,1.421338109
Home Services,firsthomeimprovements.co.uk,100,3,3,1.421338109
Home & Garden,frankgreen.com,100,3,3,1.421338109
Home & Garden,emmabridgewater.co.uk,100,3,3,1.421338109
Home & Garden,eastcoastfencing.com,100,3,3,1.421338109
Health & Medical,curaleafclinic.com,100,3,3,1.421338109
"Food, Beverages & Tobacco",gailsbread.co.uk,100,3,3,1.421338109
Health & Medical,ascenti.co.uk,100,3,3,1.421338109
Health & Medical,assuredscreening.com,100,3,3,1.421338109
Health & Medical,careco.co.uk,100,3,3,1.421338109
Health & Medical,cliniccenter.co.uk,100,3,3,1.421338109
Health & Medical,conceptoclinic.co.uk,100,3,3,1.421338109
Health & Medical,curatehealth.co.uk,100,3,3,1.421338109
Home & Garden,best4frames.co.uk,100,3,3,1.421338109
Health & Medical,dam-health.com,100,3,3,1.421338109
Health & Medical,dochq.co.uk,100,3,3,1.421338109
Health & Medical,dwaligners.co.uk,100,3,3,1.421338109
Health & Medical,expresstest.co.uk,100,3,3,1.421338109
Health & Medical,goodbodyclinic.com,100,3,3,1.421338109
Health & Medical,healthcarepro.co.uk,100,3,3,1.421338109
"Food, Beverages & Tobacco",funkincocktails.co.uk,100,3,3,1.421338109
"Food, Beverages & Tobacco",daylesford.com,100,3,3,1.421338109
Events & Entertainment,www.virginexperiencedays.co.uk,100,3,3,1.421338109
Events & Entertainment,www.twickets.live,100,3,3,1.421338109
Events & Entertainment,www.ticketmaster.co.uk,100,3,3,1.421338109
Events & Entertainment,www.skiddle.com,100,3,3,1.421338109
Events & Entertainment,www.shopto.net,100,3,3,1.421338109
Events & Entertainment,www.seetickets.com,100,3,3,1.421338109
Events & Entertainment,www.redletterdays.co.uk,100,3,3,1.421338109
Events & Entertainment,www.lovetheatre.com,100,3,3,1.421338109
Events & Entertainment,www.lovehoney.co.uk,100,3,3,1.421338109
Events & Entertainment,www.londontheatre.co.uk,100,3,3,1.421338109
Events & Entertainment,www.gigsandtours.com,100,3,3,1.421338109
Events & Entertainment,www.funkypigeon.com,100,3,3,1.421338109
Events & Entertainment,www.fanatical.com,100,3,3,1.421338109
Events & Entertainment,www.ents24.com,100,3,3,1.421338109
Events & Entertainment,www.buyagift.co.uk,100,3,3,1.421338109
Health & Medical,hertilityhealth.com,100,3,3,1.421338109
Health & Medical,lyphe.com,100,3,3,1.421338109
Health & Medical,palmsafe.co.uk,100,3,3,1.421338109
Hobbies & Crafts,poundfabrics.co.uk,100,3,3,1.421338109
Hobbies & Crafts,www.worldofwool.co.uk,100,3,3,1.421338109
Hobbies & Crafts,www.trophystore.co.uk,100,3,3,1.421338109
Hobbies & Crafts,www.terrysfabrics.co.uk,100,3,3,1.421338109
Hobbies & Crafts,www.stitcher.co.uk,100,3,3,1.421338109
Hobbies & Crafts,www.richtonemusic.co.uk,100,3,3,1.421338109
Hobbies & Crafts,www.modelsport.co.uk,100,3,3,1.421338109
Hobbies & Crafts,www.hotroxuk.com,100,3,3,1.421338109
Hobbies & Crafts,www.hobbycraft.co.uk,100,3,3,1.421338109
Hobbies & Crafts,www.heinnie.com,100,3,3,1.421338109
Hobbies & Crafts,www.hachettepartworks.com,100,3,3,1.421338109
Hobbies & Crafts,www.empiremedals.com,100,3,3,1.421338109
Hobbies & Crafts,www.bakerross.co.uk,100,3,3,1.421338109
Hobbies & Crafts,www.anglingactive.co.uk,100,3,3,1.421338109
Hobbies & Crafts,storage4crafts.co.uk,100,3,3,1.421338109
Hobbies & Crafts,jadlamracingmodels.com,100,3,3,1.421338109
Health & Medical,pharmadoctor.co.uk,100,3,3,1.421338109
Hobbies & Crafts,hattonsoflondon.co.uk,100,3,3,1.421338109
Hobbies & Crafts,fairdealmusic.co.uk,100,3,3,1.421338109
Hobbies & Crafts,chrisrileymedium.com,100,3,3,1.421338109
Health & Medical,www.windowtothewomb.co.uk,100,3,3,1.421338109
Health & Medical,www.wecasa.co.uk,100,3,3,1.421338109
Health & Medical,www.sja.org.uk,100,3,3,1.421338109
Health & Medical,www.justgloves.co.uk,100,3,3,1.421338109
Health & Medical,www.eurofins.com,100,3,3,1.421338109
Health & Medical,www.chemist-4-u.com,100,3,3,1.421338109
Health & Medical,welzo.com,100,3,3,1.421338109
Health & Medical,synergydental.org.uk,100,3,3,1.421338109
Health & Medical,selectspecs.com,100,3,3,1.421338109
Health & Medical,qured.com,100,3,3,1.421338109
Health & Medical,projectscreen.co.uk,100,3,3,1.421338109
Vehicles & Transportation,yourparkingspace.co.uk,100,3,3,1.421338109
